"M/Z","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
1018.79850528299,1.1908175425,2.44635608,0.5597929152,0.280115332,1.3158142,-0.4040315997,0.3916880567,1.9028353091,-0.0776623262,2.0730794685,1.7523151792,2.5998232666,-0.8773426304,2.3408844466,1.1612709641,0.8592415391,2.6429491822,-0.469264553,-1.1945560507,2.4733710629,0.883276896,-1.3911457288,0.3902411528,1.255648107,2.3729770206,1.5368800071,2.3780406995,-0.6860203638,-2.4359510969,1.3799339173
1020.09819930187,1.3100070919,4.1169977614,-0.7950741484,3.0017881734,1.400299988,0.1393444251,1.1606325407,-0.6536014028,1.8604111685,2.4100927347,2.0602936002,2.7071814358,0.1923695102,2.7400358647,1.1059744938,0.1328952649,0.1885136298,0.2176275969,3.5742919721,1.7609447165,1.5834600436,2.2868164096,0.3358921089,1.3823485632,4.426600737,-0.5545269527,2.248807015,1.1205610562,0.6033548842,2.4750514496
1020.93873507491,1.7300926365,0.6079917695,0.7201157378,3.8393806788,2.9016069162,0.5368366493,0.7368120399,-0.1090299289,2.9839866174,1.0854126898,-0.1207132084,0.4511702784,0.9196897975,2.2203258495,0.826927142,1.0466853566,3.0536447296,2.2645364951,3.50885996,1.5023596746,3.4405726549,-0.2891312468,0.5447373372,1.0423633871,1.343321778,0.1378772182,1.4715012778,4.2804302975,-0.0778800734,1.162287613
1021.85061328739,-0.8016710007,-0.8227261338,-0.4143467135,0.9382968567,1.2569423978,1.7795384537,1.6117728646,1.7407362348,4.3048090105,2.0323457133,4.1761745896,1.2131720782,1.4045090529,-0.8823425688,0.4331022936,3.5112147939,0.8085213926,1.5715497113,1.9690822837,1.9411289117,0.8466012817,1.3140340955,2.7036538839,1.5518929925,-0.0106765437,0.1470417682,1.3850985791,0.7795517356,0.963736885,1.3675239844
1022.99534621519,1.6397970167,2.2494567442,0.2384115867,0.9071980754,3.9894934248,0.4528177015,0.2448706353,1.1548274351,1.8786917581,3.3759859253,8.4056100715,1.8439576406,0.986028206,0.8925423264,1.4701466693,0.8416173631,1.6553969772,0.8519328322,3.1622018692,0.6250238703,-0.5429573455,-1.3276835999,1.7778386952,-0.3467900621,0.3498699956,0.808644716,1.2388828616,-1.0068638958,4.7801932515,-0.3240390792
1024.17349754821,1.8871011533,0.9627723421,3.2825083575,1.1262019717,2.4309909563,1.4518525036,0.0993484433,2.8319435836,0.4458955988,2.7266540803,5.0021094791,1.6153401475,1.7850370724,5.6319724651,0.9130822367,3.3715812817,1.9631763658,-0.1440638206,2.8209532834,0.585786338,0.663902277,2.1078282132,0.9606698317,0.3441408162,0.1473033666,1.6621815491,0.5628142899,2.1555626887,1.8504962992,0.5666525593
1025.11234007238,0.8653854404,0.5675474201,1.5488589334,0.4345223442,0.8437696908,0.4958291388,0.5290905988,0.1988839675,-0.6395558694,2.2299485801,4.4095290151,3.3398524042,0.2166597284,1.9285391651,0.9061664065,4.5339451495,1.6342198054,-0.0204303414,-1.476726918,1.2636100326,2.5366522109,-1.1880107593,2.4940516349,0.7096393765,0.0141542838,0.9042756107,3.0521306992,6.8595504322,1.3406324745,-0.6824697867
1025.96680581508,1.3416653709,-2.2772458454,1.8341632793,2.277542995,2.6817244148,-0.6038793418,0.5053595262,0.7404196345,-1.2765806084,1.1072630387,5.9166007651,1.6852340803,2.5606385243,3.2768194854,0.6591775931,1.3083410679,2.6124780198,0.3135475398,3.6396460844,2.3714850031,3.6222603996,0.566027453,0.1716345477,1.3637512612,0.2724624249,0.7583853836,3.2793564384,0.1173809081,1.0745332342,-0.2223846092
1026.67583546284,0.9765433665,-2.0585560995,1.0177545231,2.8328176022,1.0713755536,0.7021657274,1.2620092629,0.6274585058,-0.2296262337,2.8302237037,6.8970024075,1.0793055007,1.8695410414,2.9222021047,-0.0386650833,-0.3051330836,3.7866680456,0.8979288245,2.202039159,1.331898967,1.7908744851,0.0956920309,1.3455064712,1.2140544705,-0.7182017902,1.6707664047,1.2830288851,1.7564283337,3.1341537785,1.0600718652
1027.63966349775,-0.596133653,1.9867997025,1.1633942381,-0.930188473,6.3144263506,-0.002885627,2.1044956095,1.1381282825,2.7806273143,3.7072060695,2.9506091096,2.2379361992,1.3477041986,0.9631516893,-0.2009728107,3.7671048593,2.7242560389,0.6892141726,-0.1512976393,1.8399283192,0.7702700194,-0.7004076461,1.4492164435,1.8143869512,-0.5757424632,0.8718873566,2.1373084694,0.6955206524,0.6154393947,2.0529668038
1028.99400211638,-0.3056474998,1.1419165843,1.1472405841,1.9850957923,1.5972590541,0.2645349972,-0.2747427728,0.6784042999,0.7437541835,2.4768915959,4.9894324374,3.6053088266,0.6971832227,4.3711650979,1.7398035707,2.367867477,1.4645432417,1.2784793751,2.8916232209,0.1325269985,1.6985026407,1.7034978032,1.1293027397,0.278025627,1.0236138106,0.7738274491,1.2075055456,0.3546163649,4.4261682653,0.8575016621
1029.94303524971,1.7403559254,0.5775078431,0.5898919012,-0.693549824,-0.1327681671,1.4553626784,-0.6558193052,1.0389827041,-0.2691631707,1.14585662,1.4749512032,1.7610122435,1.6861016059,-0.2739375178,0.7850341832,3.991397693,0.5003684611,0.0745877338,2.1894268026,0.3614152716,-0.2472114978,2.3268129928,0.8557981523,0.2403882392,3.0631190601,0.2315184584,1.8529516168,5.0135728871,0.1984710295,-0.3997349123
1030.78804142206,0.5147418006,-1.0762053898,-0.2201330969,-0.7365860614,0.0256102367,2.5072796823,0.1345961835,1.6582738317,1.0530147165,2.3169775517,-2.1468570821,1.4980364351,0.7966502307,0.4832966966,0.5709573948,3.3974714064,2.4095003848,2.2923516569,2.1807758234,-0.1877378717,-0.25015006,3.0546526767,3.3816852881,0.189244065,-0.0918223033,0.88163888,2.3671023686,1.1033724982,6.8440829821,0.4660611025
1032.11102226241,1.129411837,3.8285377174,1.9805404239,2.8623154449,2.0717696011,1.1184809227,0.2998207994,-0.1351968521,3.3099973214,2.5853560397,-0.8030698476,0.5606602734,1.4696949233,1.2448601684,-0.2436480332,4.3388962975,0.1428542428,2.7220190127,2.5094636978,0.9468221702,4.6115408913,0.5925682467,2.0420779985,1.9819596253,2.5140355614,-0.9419823567,2.3424984162,0.141342429,0.5625705015,-0.533069087
1033.87384814204,0.5688765258,3.7856031866,1.6045068664,2.1442431759,2.2992408372,1.0163135321,1.4786983045,1.602436546,0.669219421,1.8199607049,1.1120957503,-0.0928394146,1.3820770622,0.44167955,1.2167014564,3.7012009595,2.3325573412,3.546602288,4.0565810961,-0.6694314844,2.5209753209,4.0668928907,2.9233815865,0.2719523396,2.8612982669,0.5537520372,2.6170208592,-0.3488624163,3.7308741741,2.5138418031
1035.48176787601,-0.0135790114,-0.4895493655,1.4912456523,1.6332199223,2.288370076,1.5832850358,2.3971990008,0.4608821757,-0.5082042491,1.8867936431,6.9496624659,0.573454076,2.3655348171,0.8518763723,0.2629429867,2.7543122173,2.2926572709,0.0001708366,-2.0966843687,0.8639767306,1.3092961167,-0.5135433182,1.3230499729,0.5362823647,1.7588613197,1.3449415104,2.5458160726,2.7536598083,7.0669120018,1.3439529794
1036.54337503759,0.740224339,-0.0249792955,1.6906900192,3.4634473911,4.4798011595,2.3687294517,1.2545241973,0.4236553418,2.0225156722,-0.0990732351,2.0584094747,0.6646355286,0.9111479774,0.645779372,1.8759703775,2.011896534,0.2770015525,0.1307265468,3.1839742559,1.5403314431,2.2946474352,0.4686209823,1.4983907804,0.66589624,-0.0049767646,1.4842871829,1.2502094229,1.5492538584,0.6819647599,1.0415340279
1037.31667501848,1.8495329258,-0.0828005138,-0.9875179998,1.7232413933,0.5950356657,-0.5179664305,2.0734606321,-1.3219548788,0.3086350614,0.7443337683,-0.2282005303,1.5549233905,1.1451787421,0.3926590054,0.778802651,5.3355137841,0.2828341946,0.2722640599,2.2404877813,0.7656222257,0.7534008873,-0.8693584909,1.2489301438,1.7375868479,-1.5110056022,0.8718833339,1.4008232503,-0.2080407527,2.0903306066,3.0320614809
1037.90107992393,0.6049032448,0.5562635332,-0.1389757377,0.9054890174,1.8700457626,-0.1759989775,1.2512574512,-0.2080082644,-0.7008019391,0.9098092123,3.0074564489,2.0220150868,1.1001237276,0.913591657,-0.0660424794,4.1286847374,0.4302202022,1.1144651017,0.3962055351,0.2945413023,-0.9332504152,0.4500662765,0.6951667907,1.2535088511,0.4337245924,-0.0779998968,2.3849483735,6.1149425399,1.5575065469,1.169497065
1038.65602335012,1.410126355,0.1236798219,3.6740186,4.7997117466,1.1844119553,-0.1834685456,0.2197402043,0.140910451,-1.0121942565,0.2464740145,2.1652722871,2.5300520421,0.4292601155,2.3138316905,1.0040263923,2.8072562986,3.7339398473,1.5967894625,2.3710767397,0.6519277068,0.7766828817,2.0719985454,-0.9542758913,0.0957226895,3.5499520465,1.3303455934,0.9095713198,2.3826188688,2.2279604509,1.7481938828
1039.3485245613,1.4711878678,-0.2420049221,1.4461470865,1.9449908103,0.4516218924,-0.0887597273,-0.6805060409,0.1116648882,-0.0079734166,2.6077958573,4.0828784438,1.086722901,0.1307227818,0.6607908491,1.6827556116,1.8477585799,0.8014803094,0.2372926653,1.7943909568,-0.3805541367,1.9222429487,1.2240098305,-0.1513027955,1.6092579475,0.4715790091,0.6327784692,1.7634936797,1.5201051783,6.5698746281,1.5855968528
1040.1485022617,1.6517379002,3.705413997,0.9523854816,1.7442432581,4.4537176277,1.5292302886,-0.4334938758,0.3895808542,2.6663012202,1.338910325,0.0521000138,2.2912755602,0.8665578644,1.2510398913,1.4692243923,2.0065540595,2.8768513953,0.8342877411,0.2238706776,-0.1228212332,2.1209655529,0.879397168,1.8988822446,1.0891282243,1.8449248917,-0.9297017926,3.7994619891,0.3098849272,3.838627412,0.500656942
1041.07728771071,0.2244758069,1.9630836983,1.2708470656,0.2886088037,-0.4845757324,3.8290136812,0.0142503552,1.0077174987,-0.9702225112,1.4091897629,6.0778447876,0.8492595136,2.6797045164,1.0758336218,-0.2603114858,1.1314986531,4.8539908629,0.2768885897,2.1676421761,0.3790804118,0.7868492467,3.8964999971,3.1107939894,1.4181548764,2.2496572568,1.8685177221,1.6942643919,2.1862046163,3.7487255447,-1.1453213201
1042.13212954369,1.7475803836,0.4808021118,0.1569771054,0.8086638002,1.9576017653,1.6707605618,1.1762318421,1.1353024499,0.0147989394,0.8804860938,-0.0643660169,2.0727658911,1.0849656983,0.5528483193,-0.3503140331,1.4330490258,4.3958839891,1.9365094706,-0.4926899231,0.6788320984,2.328594972,2.3088376944,-0.0561133822,-0.2821665079,3.2306029333,-0.2970469236,2.586626275,-0.262902504,3.2425225689,1.0060054011
1043.11827860601,0.9808292343,2.6834238054,0.0578985623,3.2244081201,-1.0530728958,-0.4300767077,2.0628677129,3.1062341986,1.0442643848,1.012943341,-0.9223582914,0.7242611413,2.1163751005,4.0174418239,2.7515152525,1.4971713768,3.981831377,-0.8595477118,0.3202444924,0.1815660387,1.1882514089,0.5277506109,1.0015109635,1.3929454149,-0.1220548302,1.5675798088,2.5240837815,3.1838172553,5.6993925338,0.1866293885
1043.90535431482,0.8280899692,0.9405093881,0.5892291527,1.5968370376,1.1696192486,0.7199177316,1.9340344891,-0.0267799819,3.7259611257,-0.0301970169,-0.7610566226,0.0706955421,1.7959713997,0.7105645693,1.0872058958,3.3271018261,-0.3300907862,0.6938194004,1.5726441366,0.6772603675,1.9861285196,-0.0964500709,0.3239624889,0.2411352962,0.1905676758,0.7103345968,1.8262945531,1.0382427169,3.9878825732,0.4574879653
1044.89711951133,0.2326015105,4.1714440318,0.4317293433,1.0869929559,0.7834600644,-0.6351754387,-0.7377992431,0.1324159427,0.8790043351,-1.2789310992,4.4529866006,0.0803017155,0.3444970574,-1.2189200863,0.3841635162,0.877508873,1.5604410118,0.079169146,3.5683852486,1.1758607874,1.9949044078,1.3242104809,1.9273258076,0.7048457698,0.1309730088,0.587914305,2.5817454902,-2.7334873805,2.8062229548,2.2700462719
1045.89218200234,-0.4758753194,2.3471847155,-0.7373001076,2.7301955468,1.3688283854,0.2513288349,2.7275727901,1.5074744399,-0.8622135135,2.1388121218,-3.3406334384,-0.5776260517,-0.0797697045,-0.1379581522,0.4089459136,1.1466980629,3.1925803971,1.3257554625,0.5327640691,-0.1220442243,-0.0997525873,2.3313723752,2.2089225681,0.4501506492,0.2461090353,1.5488705008,1.7292835718,4.6440228266,0.0195973666,1.6399135237
1046.96208869715,0.5919418943,1.5436285555,-0.061695185,3.8758089667,-1.1669567701,0.0012684232,0.7071013239,2.4214620433,-0.9151739092,2.0020302645,7.2868315899,0.2511720573,1.0320121787,0.513764408,1.157093858,4.4377897876,1.8732763044,-0.7861310189,3.6522925106,1.712777683,2.138964583,0.5076723203,0.343625226,1.0903055821,2.1744031616,0.0249622044,1.2995914995,1.3663423509,5.0947800814,1.5648500088
1048.55619675674,2.5944606167,0.7123023423,0.9691103129,-0.7798331106,-2.5357361933,-0.3866331911,0.9274605615,-0.5263975353,0.647459094,-0.8716484708,0.4399032635,0.3153841049,2.4952846756,3.0871649582,0.0861970698,0.0413620524,3.5999091671,0.4710369188,1.9698916304,-0.2850293742,-1.8797489933,2.2837381628,2.169737376,0.4046709902,0.6431928681,0.3687583291,0.1548019498,4.0406342935,4.5718956145,2.8477741684
1049.51379600683,0.5721697215,0.6370605864,1.5022092256,-0.5532292549,-0.9775859014,-0.3623524384,1.3009931371,0.553233863,1.6918134259,0.0253373258,-2.2881305322,0.3658113955,1.1238877375,-1.6692963378,-0.1572477097,1.9152544163,-0.867343204,0.3442821393,2.5129781154,0.4984557372,-0.1809175057,-0.3260876835,2.3815456496,0.3681497721,2.9455215485,0.8035621133,1.6022293911,0.8425130563,-0.0462056132,0.7479565346
1050.51025209902,0.4126099348,2.6199336115,1.1917419772,2.5611374453,3.464927967,0.7563858563,1.2313246485,2.4570211338,2.335452291,0.7750667714,-1.5145775767,0.1540143059,3.4396483613,-0.0350392245,1.5487082045,2.4137538358,0.711572109,0.3931258805,1.2850878351,-0.8480140719,1.5730312059,1.2613296484,2.6382988656,0.4997519126,0.9255721298,0.6154220491,4.1654420743,3.3134752039,3.4412058841,-0.286076329
1051.44198896088,2.2567972735,1.3026906616,-0.7228027485,0.3092535265,-0.0097000968,1.4070113673,0.5691348901,0.1428559471,0.0249435668,1.9647620544,2.1714051743,-1.1797402392,0.8077050791,2.3791531115,0.8319941525,4.6460453586,0.5563001049,0.6510734553,2.8748227178,1.4413560062,3.9689237718,1.3108208718,0.792502281,0.7265163745,-0.1098156893,1.2835327931,1.2737806859,2.224002622,3.2903044701,1.0969769385
1051.78353776835,0.6114435149,-0.0168064684,-0.6941074144,-0.3430822445,1.7978123042,1.6519332348,0.3030188271,0.7972452091,1.537741613,2.8056786911,-1.9922688639,-0.8318513383,0.9910767412,2.8621773213,1.6268800952,2.7675478197,0.0941315305,0.6308098675,1.6798332897,1.1411149733,1.9624708208,2.0981155973,1.1884468282,0.041415081,-0.0573720941,1.0893367273,2.2117611121,3.5738917343,5.0753813285,1.0060750098
1052.44210244415,1.5498403242,-1.1522306704,-0.2899450439,1.5203151323,1.896114763,0.1308770224,-0.9381428425,1.4531278925,2.4033909585,2.0483042585,2.1660302141,-1.2525916178,-0.2084521493,1.2195981149,2.2885577323,1.6158927649,1.5274214828,0.7104936383,2.3522641082,1.1655651607,-0.3415390647,1.4827551542,0.2764972041,0.4291782686,-0.3729900109,0.4438282523,3.5472260517,0.3099657451,6.3330283491,-0.494423587
1053.97460621877,0.1010912157,2.4988675991,2.2737437144,0.5894467304,2.5563527866,-1.0578641426,0.8785759085,0.8876213818,2.9108661459,2.8262131905,2.6649854354,0.2949446851,1.2359010478,4.1218914034,2.8032136623,1.0457883918,4.6768062616,2.1842190433,4.0897829007,2.5799006995,-0.3058348288,1.290805124,0.3588224139,1.1444828322,0.9547882857,2.0477167409,4.5538399141,3.1623810504,7.4637281611,2.3779820455
1055.48907229318,0.1392558873,2.4533288266,1.2256164977,3.3663483235,-1.9374947068,1.2524470595,2.7756326038,0.0395968758,0.8488859381,-1.2607338853,7.4908160325,2.2534197384,1.0364545311,2.1869190565,-0.2122933464,2.582073903,1.1831452846,-0.2941945949,5.3810052792,0.0823956896,0.0285401171,3.9679367258,1.5661349038,0.4839957596,-0.4546281476,0.1487007533,2.1351246831,6.435008192,5.622496625,1.3950586513
1057.0574300247,1.4369771608,3.8169920947,0.8885788127,-0.430947721,1.7672274986,0.7373744672,1.2164731082,0.8269039387,1.3468243488,2.4581010802,-2.7491561995,2.4377464939,0.6253403803,-1.7516328015,1.1564486013,2.2521953868,2.2265220498,0.4624885225,-1.6392137202,0.5045081147,3.8057673744,3.2316330675,0.2323495956,1.8113954553,0.0942157482,-0.1370245139,1.2565136387,4.2184880703,-0.5063674209,2.6144277911
1058.88088237886,-0.1482775775,1.6177153653,1.7954933247,1.9416151876,3.57257841,1.9869198354,0.4988799623,1.4072787947,0.9971751982,2.0254954061,4.0000696506,-0.6522942563,-0.8684107401,3.4797961019,-0.5807887871,2.7982620233,3.619203346,0.4735501269,-0.3923805882,1.7037894688,2.0565657419,1.5428300659,2.1682123561,1.0063371214,2.0785614534,-0.95781347,5.5205531426,1.9953986696,2.4940927249,0.9965858645
1060.25923226161,-1.0156757165,1.0349424474,2.5932538204,2.7248532261,3.7977512232,-0.3452565709,1.4315737226,2.7001485744,-0.9978410494,1.1365849681,1.9530329685,0.0551020503,0.2324341019,0.8389151597,-0.0336122426,5.8065418297,1.2819018419,0.8431227715,1.7519963404,1.0759800332,-0.3048667277,0.1423906542,0.1104320993,0.1832121772,0.9102039801,1.9952929852,-1.1189647769,1.8265336618,-0.9390329423,-0.6107615416
1061.27119424808,-0.8306380619,2.5951661057,1.341791866,-1.1549175888,2.1148460012,-0.0355445638,3.2249538214,0.526560938,1.1578683363,3.1200976153,1.2914846018,0.9471899856,0.3127984553,1.2284923151,0.8015481873,1.3934564407,0.8842291665,-0.1723055552,-1.2172219795,2.9971283312,3.3438579693,1.8128250345,0.9967430776,0.0976245063,3.550534056,1.1247258986,0.4778497614,5.9651517217,0.664624997,1.0108083836
1062.09802276796,0.5121104368,-0.9376856544,0.1379893225,1.3418801679,-2.6791652349,0.4575375658,0.9174311153,0.6720287444,-0.0559266334,0.5151307865,3.7627209401,1.6884447787,-0.8275980546,-0.0812268366,0.5234318714,-0.6532349437,0.5054657723,0.7694513192,1.7840772446,0.889544645,0.5300601401,0.4049112502,-0.1941730356,0.7507754175,2.2423261145,1.8925912509,-0.1349501918,1.4451884461,1.010090082,1.3697581186
1062.9146620865,0.735088701,2.9127763856,0.7187541322,2.1497822332,0.1957183688,0.4261659495,0.2669771169,1.2955049136,-0.2080955448,1.2816167515,5.0548691654,1.1539016916,-0.4473494047,1.0877340465,-0.4801313911,0.1707438638,0.9960028051,2.0186473715,1.2214659089,-0.3670822012,1.1183238562,-0.7207161916,2.994839783,-0.1351274663,-1.3717840585,1.0693813242,0.615234942,0.3042038768,2.5826427192,2.6096785558
1063.69624611219,1.4363422928,2.5577541572,-0.5842226263,-0.4518927475,2.962077434,-0.7015138591,-1.1288136264,0.5630269741,0.2158395216,2.7295958398,0.6299734188,2.4681652772,1.1300647935,-1.1437853479,0.2928863712,-1.1155568174,0.5481438889,-0.494763183,2.2697851352,-0.6134278014,2.8309765564,1.3213296292,0.0566957702,1.3666590343,1.9685384786,1.183481025,0.2569462812,4.6045573709,2.6860390781,0.6567641668
